Genome Name / Sample Name	JGI Project ID / ITS PID	DB	IMG_Name	IMG_Downloaded
Chryseobacterium daeguense DSM 19388	1013750	ChrdaeDSM19388_FD	ChrdaeDSM19388_FD.2523533536.tar.gz	YES
Kallotenue papyrolyticum JKG1	1009476	bacteriumJKG1_FD	bacteriumJKG1_FD.2540341237.tar.gz	YES
Salinispora pacifica CNY703	1025395	SalareCNY703_FD	SalareCNY703_FD.2563366517.tar.gz	YES
Ochrobactrum intermedium LMG 3301	99020	OchintLMG3301_FD	NA	NO
Intrasporangiaceae bacterium URHB0013	1018431	TerspURHB0013_FD	TerspURHB0013_FD.2558309151.tar.gz	YES
Pseudomonas monteilii DSM 14164	1021509	PsemonDSM14164_FD	PsemonDSM14164_FD.3415869-2556921620.tar.gz	YES
Pontibacillus marinus BH030004, DSM 16465	1013867	PonmarDSM16465_FD	PonmarDSM16465_FD.2524023192.tar.gz	YES
Thiomicrospira sp. Milos-T2, DSM 13229	1006862	Thiomicrospira_M_FD	Thiomicrospira_M_FD.3408232-2561511141.tar.gz	YES
Salinispora arenicola CNH964	407369	SalareCNH964_2_FD	SalareCNH964_2_FD.2515154125.tar.gz	YES
Bernardetia litoralis DSM 6794	402746	fleli	fleli.2509276059.tar.gz	YES
Massilia lurida CGMCC 1.10822	1041439	MaslurCGMC110822_FD	MaslurCGMC110822_FD.2596583599.tar.gz	YES
Bacillus weihenstephanensis KBAB4	16571	bacck	NA	NO
Rhizobium leucaenae USDA 9039	1011184	RhitroUSDA9039_FD	RhitroUSDA9039_FD.2524023209.tar.gz	YES
Actinoalloteichus cyanogriseus DSM 43889	1008535	ActcyaDSM43889_FD	ActcyaDSM43889_FD.2524614639.tar.gz	YES
Bradyrhizobium sp. WSM1743	404547	BrajapWSM1743_FD	BrajapWSM1743_FD.2513237092.tar.gz	YES
Desulfovibrio sp. ND132 (Final JGI assembly)	400438	DesspND132_FD	DesspND132_FD.2503754015.tar.gz	YES
Butyrivibrio proteoclasticus P6B7	1026071	ButproP6B7_FD	ButproP6B7_FD.3407219-2558860127.tar.gz	YES
Lachnospiraceae bacterium C7	1034322	LacbacC7_FD	LacbacC7_FD.2608642107.tar.gz	YES
Rikenella microfusus Q-1, DSM 15922	401093	rikmi	rikmi.2509601020.tar.gz	YES
Desulfotomaculum ruminis DL, DSM 2154	400463	DesrumDSM2154_FD	DesrumDSM2154_FD.2505679107.tar.gz	YES
Lactobacillus ruminis DSM 20403	1034346	LacrumDSM20403_FD	LacrumDSM20403_FD.2593339155.tar.gz	YES
Legionella shakespearei DSM 23087	405822	LegDSM23087_FD	LegDSM23087_FD.2515154162.tar.gz	YES
Lachnospiraceae bacterium P6B14	1026074	LacbacP6B14_FD	LacbacP6B14_FD.3407220-2558860128.tar.gz	YES
Streptomyces sp. 2112.2	1107025	Strsp21122_FD	Strsp21122_FD.2684623024.tar.gz	YES
Alicyclobacillus contaminans DSM 17975	1010695	AliconDSM17975_FD	AliconDSM17975_FD.2524023143.tar.gz	YES
Prevotella sp. FD3004	1020350	PrespFD3004_FD	PrespFD3004_FD.2574179753.tar.gz	YES
Neisseria elongata ATCC 25295	1096112	NeieloATCC25295_FD	NeieloATCC25295_FD.2675903696.tar.gz	YES
Labrenzia suaedae DSM 22153	1107851	LabsuaDSM22153_FD	LabsuaDSM22153_FD.2698536749.tar.gz	YES
Salegentibacter salarius DSM 23401	1049062	SalsalDSM23401_FD	SalsalDSM23401_FD.2595698207.tar.gz	YES
Methylosarcina fibrata AML-C10	405023	MetfibAMLC10T_FD	MetfibAMLC10T_FD.2517487019.tar.gz	YES
Salinispora pacifica CNT796	407418	SalpacCNT796_2_FD	SalpacCNT796_2_FD.2515154182.tar.gz	YES
Paracoccus aminovorans DSM 8537	1055361	ParamiDSM8537_FD	ParamiDSM8537_FD.2615840720.tar.gz	YES
Lachnoclostridium citroniae NLAE-zl-G70	1060363	LaccitNLAEzlG70_FD	LaccitNLAEzlG70_FD.2623620476.tar.gz	YES
Clostridium aerotolerans DSM 5434	1026110	CloaerDSM5434_FD	CloaerDSM5434_FD.3407223-2558860131.tar.gz	YES
Mycoplasma verecundum ATCC 27862	1035924	MycverATCC27862_FD	MycverATCC27862_FD.2582581322.tar.gz	YES
Salinispora pacifica CNR114	407416	SalpacCNR114_2_FD	SalpacCNR114_2_FD.2515154178.tar.gz	YES
Shewanella pealeana ANG-SQ1, ATCC 700345	16371	shepe	NA	NO
Fusobacterium naviforme ATCC 25832	1035954	FusnavATCC25832_FD	FusnavATCC25832_FD.2588253511.tar.gz	YES
Pseudobutyrivibrio sp. OR37	1049979	PsespOR37_FD	PsespOR37_FD.2606217763.tar.gz	YES
Pelobacter carbinolicus Bd1, GraBd1	16240	pelca	pelca.2606217509.tar.gz	YES
Thioalkalivibrio sp. ALMg9	1008634	ThispstraiALMg9_FD	ThispstraiALMg9_FD.2521172675.tar.gz	YES
Rubrobacter radiotolerans DSM 5868	97934	RubradDSM5868_FD	RubradDSM5868_FD.2505679031.tar.gz	YES
Paenibacillus sp. URHA0014	1018419	PaespURHA0014_FD	PaespURHA0014_FD.2556921041.tar.gz	YES
Chlamydia trachomatis G/11074	16659	null	NA	NO
Bacteroides sp. 14(A)	1002194	Bacspisolate14A_FD	Bacspisolate14A_FD.2548877171.tar.gz	YES
Nitrosomonas europaea ATCC 25978	1035951	NiteurATCC25978_FD	NiteurATCC25978_FD.2582581324.tar.gz	YES
Streptomyces sp. Wigar10	401113	StrspWigar10_FD	StrspWigar10_FD.2619619098.tar.gz	YES
Photobacterium halotolerans DSM 18316	1013939	PhohalDSM18316_FD	PhohalDSM18316_FD.2524614658.tar.gz	YES
Paenibacillus sp. UNC496MF	1026363	PaespUNC496MF_FD	PaespUNC496MF_FD.2593339199.tar.gz	YES
Caulobacter sp. UNC279MFTsu5.1	1026336	CauspUNC279MFT1_FD	CauspUNC279MFT1_FD.2590828858.tar.gz	YES
Zymomonas mobilis mobilis NCIB 11163	202751	zymm1	zymm1.2501939606.tar.gz	YES
Methylobacillus rhizosphaerae Ca-68	1071318	MetrhiCa68_FD	MetrhiCa68_FD.2657245330.tar.gz	YES
Bacteroides zoogleoformans ATCC 33285	1047170	PrezooATCC33285_FD	PrezooATCC33285_FD.2596583692.tar.gz	YES
Bradyrhizobium canariense GAS369	1111476	BracanGAS369_FD	BracanGAS369_FD.2693430033.tar.gz	YES
Rhizobium larrymoorei ATCC 51759	1013262	RhilarATCC51759_FD	RhilarATCC51759_FD.2540341200.tar.gz	YES
Streptomyces flavogriseus IAF 45 CD, ATCC 33331	400513	strfl	strfl.2630968572.tar.gz	YES
Desulfitobacterium hafniense TCP-A	402549	DeshafTADSM13557_FD	DeshafTADSM13557_FD.2516653041.tar.gz	YES
Paenibacillus pinihumi DSM 23905	1013822	PaepinDSM23905_FD	PaepinDSM23905_FD.2524023129.tar.gz	YES
Treponema succinifaciens 6091, DSM 2489	402743	TresucDSM2489_FD	TresucDSM2489_FD.2504557012.tar.gz	YES
Pseudomonas vranovensis DSM 16006	1015422	PsevraDSM16006_FD	PsevraDSM16006_FD.2523533545.tar.gz	YES
Actinoplanes xinjiangensis DSM 45184	1107823	ActxinDSM45184_FD	ActxinDSM45184_FD.2695420963.tar.gz	YES
Cyclobacterium lianum CGMCC 1.6102	1058133	CycliaCGMCC16102_FD	CycliaCGMCC16102_FD.2617270779.tar.gz	YES
Nocardia fluminea DSM 44489	1068295	NocfluDSM44489_FD	NocfluDSM44489_FD.2627854286.tar.gz	YES
Clostridium thermocellum LQRI	1061438	PelferR7	NA	NO
Pseudomonas sp. LAMO17WK12:I12	1007092	PsespLAMO17WI12_FD	PsespLAMO17WI12_FD.2521172640.tar.gz	YES
Methylosinus sp. PW1	1006775	MetspPW1_FD	MetspPW1_FD.2582581241.tar.gz	YES
Planctopirus limnophila DSM 3776	97970	plali	NA	NO
Flaviramulus basaltis DSM 18180	1086243	FlabasDSM18180_FD	FlabasDSM18180_FD.2675903155.tar.gz	YES
Methylocapsa palsarum NE2	1102453	MetpalNE2_FD	MetpalNE2_FD.2675903028.tar.gz	YES
Bifidobacterium pseudolongum AGR2145	1012692	BifpseAGR2145_FD	BifpseAGR2145_FD.2524614684.tar.gz	YES
Nitrosomonas aestuarii Nm69	1098093	NitaesNm69_FD	NitaesNm69_FD.2671180137.tar.gz	YES
Duganella zoogloeoides ATCC 25935	1006754	DugzooATCC25935_FD	DugzooATCC25935_FD.2518645587.tar.gz	YES
Lachnospiraceae bacterium KH1T2	1082134	LacbacKH1T2_FD	LacbacKH1T2_FD.2654588176.tar.gz	YES
Gramella sp. Hel_I_59	1045150	GraspHel_I_59_FD	GraspHel_I_59_FD.2593339252.tar.gz	YES
Propionivibrio pelophilus DSM 12018	1030818	PropelDSM12018_FD	PropelDSM12018_FD.2574180451.tar.gz	YES
Aeromonas sp. RU39B	1115919	AerspRU39B_FD	AerspRU39B_FD.2708742413.tar.gz	YES
Butyrivibrio proteoclasticus P18	1060325	ButproP18_FD	ButproP18_FD.2623620519.tar.gz	YES
Parafilimonas terrae DSM 28286	1108157	ParterDSM28286_FD	ParterDSM28286_FD.2693429887.tar.gz	YES
Agrobacterium rhizogenes OV677	1035732	RhirhiOV677_FD	RhirhiOV677_FD.2585427608.tar.gz	YES
Hespellia stercorisuis DSM 15480	1036713	HessteDSM15480_FD	HessteDSM15480_FD.2585428171.tar.gz	YES
Pseudoalteromonas sp. str. 13-15	1091913	Psespstr1315_FD	Psespstr1315_FD.2703719062.tar.gz	YES
Thalassobius maritimus DSM 28223	1055313	ThamarDSM28223_FD	ThamarDSM28223_FD.2617270829.tar.gz	YES
Legionella moravica DSM 19234	1008484	LegmorDSM19234_FD	LegmorDSM19234_FD.2522572178.tar.gz	YES
Geobacillus sp. C56-T2	400613	GeospC56T2_FD	GeospC56T2_FD.2508501004.tar.gz	YES
Sinorhizobium medicae WSM419	16380	sinme	NA	NO
Salinispora arenicola CNY260	1007306	SalareCNY260_FD	SalareCNY260_FD.2518285560.tar.gz	YES
Pseudomonas sp. NFACC46-3	1049574	PsespNFACC463_FD	PsespNFACC463_FD.2599185324.tar.gz	YES
Methylobacterium pseudosasicola BL36	1071323	MetpseBL36_FD	MetpseBL36_FD.2654588108.tar.gz	YES
Aestuariimicrobium kwangyangense DSM 21549	1013813	AeskwaDSM21549_FD	AeskwaDSM21549_FD.2523533600.tar.gz	YES
Pseudopedobacter saltans DSM 12145	401082	PedsalDSM12145_FD	NA	NO
Salinispora pacifica CNY202	1016049	SalpacCNY202_FD	SalpacCNY202_FD.2528311034.tar.gz	YES
Maribacter sp. Hel_I _7	1025059	MarspHel_I_7_FD	MarspHel_I_7_FD.3383213-2558309035.tar.gz	YES
Hymenobacter norwichensis DSM 15439	1008520	HymnorDSM15439_FD	HymnorDSM15439_FD.3367574-2524614724.tar.gz	YES
Desulfobotulus sapovorans DSM 2055	1030707	DessapDSM2055_FD	DessapDSM2055_FD.2574180434.tar.gz	YES
Psychromonas aquimarina ATCC BAA-1526	1008153	PsyaquATCBAA1526_FD	PsyaquATCBAA1526_FD.2524614866.tar.gz	YES
Loktanella litorea DSM 29433	1097061	LoklitDSM29433_FD	LoklitDSM29433_FD.2687453745.tar.gz	YES
Marinobacter sp. DSM 26291	1055544	MarspDSM26291_FD	MarspDSM26291_FD.2619618959.tar.gz	YES
Malonomonas rubra DSM 5091	1036761	MalrubDSM5091_FD	MalrubDSM5091_FD.2585428155.tar.gz	YES
Cereibacter changlensis DSM 18774	1049002	GemchaDSM18774_FD	GemchaDSM18774_FD.2593339283.tar.gz	YES
Enterococcus mundtii C2	1034316	EntmunC2_FD	EntmunC2_FD.2606217799.tar.gz	YES
Sphingobium wenxiniae CGMCC 1.7748	1041481	SphwenCGMCC17748_FD	SphwenCGMCC17748_FD.2596583555.tar.gz	YES
Martelella mediterranea DSM 17316	406524	MarDSM17316_FD	MarDSM17316_FD.2515154079.tar.gz	YES
Desulfopila aestuarii DSM 18488	1036548	DesaesDSM18488_FD	DesaesDSM18488_FD.2582581262.tar.gz	YES
Amycolatopsis keratiniphila nogabecina DSM 44586	1068299	AmykernoDSM44586_FD	AmykernoDSM44586_FD.2634166275.tar.gz	YES
Rhizobium mongolense USDA 1844	404582	RhimonUSDA1844_2_FD	RhimonUSDA1844_2_FD.2513237146.tar.gz	YES
Mesorhizobium loti NZP2037	404031	MeslotNZP2037_FD	MeslotNZP2037_FD.2517572076.tar.gz	YES
Nitrosomonas nitrosa Nm146	1098108	NitnitNm146_FD	NitnitNm146_FD.2671180218.tar.gz	YES
Clostridium botulinum E1 BoNT E Beluga	52178	null	NA	NO
Ralstonia pickettii 12D	16315	ralpd	NA	NO
Fischerella sp. PCC 9339	404148	FisspPCC9339_FD	FisspPCC9339_FD.2516653082.tar.gz	YES
Pseudooceanicola flagellatus CGMCC 1.12644	1128547	OceflaCGMC112644_FD	OceflaCGMC112644_FD.2718217653.tar.gz	YES
Dyadobacter crusticola DSM 16708	1011040	DyacruDSM16708_FD	DyacruDSM16708_FD.3417015-2561511040.tar.gz	YES
Hymenobacter daecheongensis DSM 21074	1036797	HymdaeDSM21074_FD	HymdaeDSM21074_FD.2582581872.tar.gz	YES
Rhizobium sp. RU35A	1115957	RhispRU35A_FD	RhispRU35A_FD.2708742418.tar.gz	YES
Odoribacter splanchnicus 1651/6, DSM 20712	401076	OdosplDSM20712_FD	NA	NO
Sinorhizobium meliloti AK83	400443	SinmelAK83_FD	NA	NO
Exiguobacterium sp. AT1b	52182	exi_a	NA	NO
Paenibacillus sp. RU4X	1115946	PaespRU4X_FD	PaespRU4X_FD.2710264755.tar.gz	YES
Prevotella sp. HUN102	1020308	PrespHUN102_FD	PrespHUN102_FD.3407237-2558860145.tar.gz	YES
Rhodothermus marinus SG0.5JP17-172	403108	RhomarSG5JP17172_FD	RhomarSG5JP17172_FD.2505679078.tar.gz	YES
Streptomyces flavidovirens DSM 40150	1011953	StrflaDSM40150_FD	StrflaDSM40150_FD.2522572192.tar.gz	YES
Salinispora arenicola CNS848	1025335	SalareCNS848_FD	SalareCNS848_FD.2571042345.tar.gz	YES
Cytophagales bacterium TFI 002	1070406	FlabacTFI002_FD	FlabacTFI002_FD.2634166896.tar.gz	YES
Deinococcus apachensis DSM 19763	1001033	DeiapaDSM19763_FD	DeiapaDSM19763_FD.2519103012.tar.gz	YES
Nevskia soli DSM 19509	1030902	NevsolDSM19509_FD	NevsolDSM19509_FD.2565956524.tar.gz	YES
Acinetobacter pakistanensis ANC 5076	1102510	AcipakANC5076_FD	AcipakANC5076_FD.2675903032.tar.gz	YES
Tepidanaerobacter sp. Re1	402559	TepspRe1_FD	NA	NO
Sulfitobacter marinus DSM 23422	1055199	SulmarDSM23422_FD	SulmarDSM23422_FD.2619619641.tar.gz	YES
Yangia pacifica DSM 26894	1055277	YanpacDSM26894_FD	YanpacDSM26894_FD.2619618962.tar.gz	YES
Brevundimonas viscosa CGMCC 1.10683	1076321	BrevisCGMC110683_FD	BrevisCGMC110683_FD.2671180176.tar.gz	YES
Sphingobacterium wenxiniae DSM 22789	1049050	SphwenDSM22789_FD	SphwenDSM22789_FD.2634166295.tar.gz	YES
Sphingomonas astaxanthinifaciens DSM 22298	1030854	SphastDSM22298_FD	SphastDSM22298_FD.2565957137.tar.gz	YES
Actinomadura meyerae DSM 44715	1107822	ActmeyDSM44715_FD	ActmeyDSM44715_FD.2700988714.tar.gz	YES
Bacillus sp. 103MF	1065183	Bacillussp103MF_FD	Bacillussp103MF_FD.2636416172.tar.gz	YES
Methylobacterium sp. YR668	1057551	MetspYR668_FD	MetspYR668_FD.2609459632.tar.gz	YES
Chlorobium chlorochromatii CaD3	16939	chlag	chlag.2606217508.tar.gz	YES
Mesorhizobium australicum B5P	1042745	MesausB5P_FD	MesausB5P_FD.2622736609.tar.gz	YES
Pseudomonas sp. NFPP25	1049709	PsespNFPP25_FD	PsespNFPP25_FD.2599185160.tar.gz	YES
Salinispora arenicola CNT800	407404	SalareCNT800_2_FD	SalareCNT800_2_FD.2515154088.tar.gz	YES
Geodermatophilus amargosae DSM 46136	1048834	GeoamaDSM46136_FD	GeoamaDSM46136_FD.2599185195.tar.gz	YES
Lysobacter spongiicola DSM 21749	1030704	LysspoDSM21749_FD	LysspoDSM21749_FD.2568526003.tar.gz	YES
Micromonospora matsumotoense DSM 44100	1059054	MicmatDSM44100_FD	MicmatDSM44100_FD.2622736591.tar.gz	YES
Methylobacterium populi BJ001	16146	metpo	NA	NO
Paraburkholderia aspalathi LMG 27731	1071355	BurmegLMG23650_FD	BurmegLMG23650_FD.2671180117.tar.gz	YES
Streptomyces sp. DvalAA-19	401132	StrspDv19_FD	StrspDv19_FD.2657245711.tar.gz	YES
Selenomonas ruminantium GACV-9	1041646	SelrumGACV9_FD	SelrumGACV9_FD.2595698242.tar.gz	YES
Rhodovulum sp. ES.010	1101003	RhospES010_FD	RhospES010_FD.2703719235.tar.gz	YES
Hydrogenobaculum sp. 3684 ((Finished QAed))	16734	Hydsp3684_FD	Hydsp3684_FD.2505313021.tar.gz	YES
Pontibacter akesuensis DSM 18820	1059069	PonakeDSM18820_FD	PonakeDSM18820_FD.2622736541.tar.gz	YES
Jannaschia seohaensis DSM 25227	1086187	JanseoDSM25227_FD	JanseoDSM25227_FD.2675903158.tar.gz	YES
Gelidibacter mesophilus DSM 14095	1010815	GelmesDSM14095_FD	GelmesDSM14095_FD.2523231061.tar.gz	YES
Streptomyces sp. PpalLS-921	401141	StrspPolypal921_FD	StrspPolypal921_FD.2657245716.tar.gz	YES
Xenorhabdus koppenhoeferi DSM 18168	1097091	XenkopDSM18168_FD	XenkopDSM18168_FD.2684622845.tar.gz	YES
Acinetobacter calcoaceticus WP19	1035870	AcicalWP19_FD	AcicalWP19_FD.2582581295.tar.gz	YES
Flavobacterium flevense DSM 1076	1107828	FlafleDSM1076_FD	FlafleDSM1076_FD.2700988729.tar.gz	YES
Chitinophaga pinensis UQM 2034, DSM 2588	97992	chipi	NA	NO
Streptococcus gallolyticus LMG 15572	1049991	StrgalLMG15572_FD	StrgalLMG15572_FD.2606217751.tar.gz	YES
Pedobacter hartonius DSM 19033	1108087	PedharDSM19033_FD	PedharDSM19033_FD.2693429882.tar.gz	YES
Paracoccus versutus DSM 582	1055349	ParverDSM582_FD	ParverDSM582_FD.2615840723.tar.gz	YES
Psychroflexus halocasei DSM 23581	1086221	PsyhalDSM23581_FD	PsyhalDSM23581_FD.2675903162.tar.gz	YES
Gordonia hirsuta K718a, DSM 44140	1008493	GorhirDSM44140_FD	GorhirDSM44140_FD.2523231039.tar.gz	YES
Methylotenera sp. 1P/1	406797	Metspstrain1P1_FD	Metspstrain1P1_FD.2516493026.tar.gz	YES
Solitalea canadensis USAM 9D, DSM 3403	402744	SolcanDSM3403_FD	SolcanDSM3403_FD.2509276062.tar.gz	YES
Chitinophaga terrae DSM 23920	1048645	ChiterDSM23920_FD	ChiterDSM23920_FD.2599185217.tar.gz	YES
Bacillus sp. ES.034	1055730	BacillusspES034_FD	BacillusspES034_FD.2615840658.tar.gz	YES
Bizionia paragorgiae DSM 23842	1059094	BizparDSM23842_FD	BizparDSM23842_FD.2622736593.tar.gz	YES
Shewanella woodyi MS32, ATCC 51908	16379	shewo	NA	NO
Pseudomonas granadensis LMG 27940	1090746	PsegraLMG27940_FD	PsegraLMG27940_FD.2667527397.tar.gz	YES
Thermoanaerobacter cellulolyticus NA10, DSM 8991	1017504	ThecelNA1DSM8991_FD	ThecelNA1DSM8991_FD.2565956530.tar.gz	YES
Streptomyces viridosporus T7A, ATCC 39115	402836	StrvirT7A_2_FD	StrvirT7A_2_FD.2502376847.tar.gz	YES
Corynebacterium propinquum DSM 44285	405914	CorDSM44285_FD	CorDSM44285_FD.2515154156.tar.gz	YES
Mycobacterium sp. 283MFTsu	1065154	Mycsp283MFTsu_FD	Mycsp283MFTsu_FD.2636416058.tar.gz	YES
Listeria monocytogenes Lm25180	1023009	LismonLm25180_FD	LismonLm25180_FD.3368183-2556921671.tar.gz	YES
Mycoplasma collis ATCC 35278	1024872	MyccolATCC35278_FD	MyccolATCC35278_FD.3408167-2561511076.tar.gz	YES
Clostridium sufflavum DSM 19573	1048609	ClosufDSM19573_FD	ClosufDSM19573_FD.2599185205.tar.gz	YES
Pseudobutyrivibrio sp. ACV-2	1041634	PsespACV2_FD	PsespACV2_FD.2593339240.tar.gz	YES
Prauserella rugosa DSM 43194	1043276	Prarug431PBPilot_FD	Prarug431PBPilot_FD.2585427562.tar.gz	YES
Microterricola viridarii DSM 21772	1068257	MicvirDSM21772_FD	MicvirDSM21772_FD.2634166341.tar.gz	YES
Cruoricaptor ignavus DSM 25479	1107817	CruignDSM25479_FD	CruignDSM25479_FD.2700988704.tar.gz	YES
Arachidicoccus rhizosphaerae Vu-144	1071307	ArarhiVu144_FD	ArarhiVu144_FD.2651870123.tar.gz	YES
Ruminiclostridium thermocellum LQ8, DSM 1313	400966	ClotheDSM1313_FD	NA	NO
Paracoccus thiocyanatus ATCC 700171	1095806	ParthiATCC700171_FD	ParthiATCC700171_FD.2681812813.tar.gz	YES
Xylella fastidiosa DSM 10026	1048783	XylfasDSM10026_FD	XylfasDSM10026_FD.2595698223.tar.gz	YES
Bradyrhizobium lablabi MT34	1111491	BralabMT34_FD	BralabMT34_FD.2698536699.tar.gz	YES
Streptomyces mirabilis OV308	1035645	StrmirOV308_FD	StrmirOV308_FD.2582581313.tar.gz	YES
Dehalogenimonas lykanthroporepellens BL-DC-9	400454	dehly	NA	NO
Rahnella aquatilis OV588	1035747	RahaquOV588_FD	RahaquOV588_FD.2585427592.tar.gz	YES
Pseudomonas sp. NFIX51	1049886	PsespNFIX51_FD	PsespNFIX51_FD.2671180172.tar.gz	YES
Agreia calamagrosti VKM Ac-2052	1118391	AgrcalVKMAc2052_FD	AgrcalVKMAc2052_FD.2708742401.tar.gz	YES
Paraburkholderia sartisoli LMG 24000	1071357	BursarLMG24000_FD	BursarLMG24000_FD.2651870102.tar.gz	YES
Micromonospora coriariae DSM 44875	1059266	MiccorDSM44875_FD	MiccorDSM44875_FD.2623620612.tar.gz	YES
Lysobacter ruishenii CGMCC 1.10136	1041433	LysruiCGMC110136_FD	LysruiCGMC110136_FD.2596583561.tar.gz	YES
Bifidobacterium tsurumiense DSM 17777	1012097	BiftsuDSM17777_FD	BiftsuDSM17777_FD.2524023141.tar.gz	YES
Mesorhizobium opportunistum WSM2075 (final version from ORNL)	400460	rho_s	rho_s.2503198000.tar.gz	YES
Sporosarcina ureae DSM 2281	1013607	SpoureDSM2281_FD	SpoureDSM2281_FD.2523533529.tar.gz	YES
Klebsiella sp. NFIX34	1049835	KlespNFIX34_FD	KlespNFIX34_FD.2603880178.tar.gz	YES
Prosthecobacter debontii ATCC 700200	1035975	ProdebATCC700200_FD	ProdebATCC700200_FD.2590828807.tar.gz	YES
Solirubrobacter soli DSM 22325	1012112	SolsolDSM22325_FD	SolsolDSM22325_FD.2524023148.tar.gz	YES
Salinispora pacifica CNQ768	1007315	SalpacCNQ768_FD	SalpacCNQ768_FD.2517572155.tar.gz	YES
Pelagibacterium sp. H642	1102516	PelspH642_FD	PelspH642_FD.2671180225.tar.gz	YES
Desulfotomaculum carboxydivorans CO-1-SRB, DSM 14880	400468	Desans_2_FD	Desans_2_FD.2505679104.tar.gz	YES
Nocardioides sp. URHA0032	1024211	NocspURHA0032_FD	NocspURHA0032_FD.2558860165.tar.gz	YES
Microbacterium sp. CL12A	1065170	MicspCL12A_FD	MicspCL12A_FD.2639762578.tar.gz	YES
Chryseobacterium sp. CF299	1035831	ChrspCF299_FD	ChrspCF299_FD.2582581282.tar.gz	YES
Caloramator fervidus DSM 5463	1048714	CalferDSM5463_FD	CalferDSM5463_FD.2599185232.tar.gz	YES
Streptomyces sp. CNS654	1007231	StrspCNS654_FD	StrspCNS654_FD.2561511106.tar.gz	YES
Chryseobacterium humi DSM 21580	1086259	ChrhumDSM21580_FD	ChrhumDSM21580_FD.2684622890.tar.gz	YES
Stackebrandtia albiflava DSM 45044	1048582	StaalbDSM45044_2_FD	StaalbDSM45044_2_FD.2596583683.tar.gz	YES
Dethiosulfovibrio peptidovorans SEBR 4207, DSM 11002	98000	detpe	NA	NO
Chlamydia trachomatis E/11023	16657	null	NA	NO
Flavobacterium aquaticum CGMCC 1.12398	1128562	FlaaquCGMC112398_FD	FlaaquCGMC112398_FD.2718217678.tar.gz	YES
Rhodothermus profundi DSM 22212	1059079	RhoproDSM22212_FD	RhoproDSM22212_FD.2622736637.tar.gz	YES
Thioclava sp. ES.031	1040153	ThispES031_FD	ThispES031_FD.2615840522.tar.gz	YES
Bradyrhizobium elkanii USDA 94	404531	BraelkUSDA94_FD	BraelkUSDA94_FD.2513237137.tar.gz	YES
Desulfomonile tiedjei DCB-1, DSM 6799	98044	desti	desti.2509601019.tar.gz	YES
Streptomyces misionensis DSM 40306	1068282	StrmisDSM40306_FD	StrmisDSM40306_FD.2634166373.tar.gz	YES
Thermus igniterrae ATCC 700962	407780	TheignATCC700962_FD	TheignATCC700962_FD.2515154172.tar.gz	YES
Streptococcus thoraltensis DSM 12221	405834	StrDSM12221_FD	StrDSM12221_FD.2515154195.tar.gz	YES
Geodermatophilus normandii DSM 45417	1043264	Geonor454PBPilot_FD	Geonor454PBPilot_FD.2585427554.tar.gz	YES
Micromonospora sagamiensis MK-65	1043249	Micsag439PBPilot_FD	Micsag439PBPilot_FD.2585427560.tar.gz	YES
Bacteroides thetaiotaomicron NLAE-zl-C579	1082172	BactheNLAEzlC579_FD	BactheNLAEzlC579_FD.2654588179.tar.gz	YES
Chryseobacterium sp. YR460	1035822	ChrspYR460_FD	ChrspYR460_FD.2585428187.tar.gz	YES
Candidatus Pelagibacter ubique SAR11 HTCC8051	400414	PelubiSAHTCC8051_FD	PelubiSAHTCC8051_FD.2511231043.tar.gz	YES
Mycoplasma lipofaciens ATCC 35015	1024911	MyclipATCC35015_FD	MyclipATCC35015_FD.2563366546.tar.gz	YES
Marinobacterium litorale DSM 23545	1008598	MarlitDSM23545_FD	MarlitDSM23545_FD.2522572179.tar.gz	YES
Streptomyces sp. CNR698	407384	StrspCNR698_2_FD	StrspCNR698_2_FD.2516143117.tar.gz	YES
Butyrivibrio sp. VCD2006	1012812	ButspVCD2006_FD	ButspVCD2006_FD.2524614691.tar.gz	YES
Rhizobium sp. CF258	1035717	RhispCF258_FD	RhispCF258_FD.2582581865.tar.gz	YES
Escherichia coli ATCC 15597	1056007	EsccolATCC15597_FD	EsccolATCC15597_FD.2608642167.tar.gz	YES
Bradyrhizobium sp. ERR11	1052899	BraspERR11_FD	BraspERR11_FD.2617270735.tar.gz	YES
Prevotella ruminicola AR32	1082209	PrerumAR32_FD	PrerumAR32_FD.2654588202.tar.gz	YES
Parabacteroides chinchillae DSM 29073	1108162	ParchiDSM29073_FD	ParchiDSM29073_FD.2693429876.tar.gz	YES
Rubrivivax benzoatilyticus ATCC BAA-35	1008078	RubbenATCCBAA35_FD	RubbenATCCBAA35_FD.2523533586.tar.gz	YES
Rhizobium multihospitium HAMBI 2975	1052914	RhimulHAMBI2975_FD	RhimulHAMBI2975_FD.2615840698.tar.gz	YES
Desulfovibrio vietnamensis DSM 10520	1030812	DesvieDSM10520_FD	DesvieDSM10520_FD.2574179706.tar.gz	YES
Streptomyces sp. WMMB 714	1014370	StrspWmmB714_FD	StrspWmmB714_FD.2522125136.tar.gz	YES
Butyrivibrio sp. Su6	1034361	ButspSu6_FD	ButspSu6_FD.2595698238.tar.gz	YES
Enterobacter aerogenes NFIX39	1049850	EntaerNFIX39_FD	EntaerNFIX39_FD.2602042109.tar.gz	YES
